"id","pais","region","pais_wo","region_wo","continente","poblacion","date_cero","last_updated","casos_total","muertes_total","recuperados_total","muertes_per","recuperados_per","casos_pc","muertes_pc","recuperados_pc","casos_l14","muertes_l14","recuperados_l14","casos_pc_l14","muertes_pc_l14","recuperados_pc_l14","casos_m_l14","muertes_m_l14","recuperados_m_l14","muertes_m_l21","recuperados_m_l21","casos_lw","muertes_lw","recuperados_lw","casos_pc_lw","muertes_pc_lw","recuperados_pc_lw","casos_m_lw","muertes_m_lw","recuperados_m_lw","casos_l3","muertes_l3","recuperados_l3","casos_pc_l3","muertes_pc_l3","recuperados_pc_l3","casos_m_l3","muertes_m_l3","recuperados_m_l3","tendencia","tendencia_val","casos_d","casos_diff","casos_change_per","casos_change_per_m_lw","casos_change_per_m_l3","velocidad","velocidad_val","escenarios","escenarios_color","distribucion","pruebas_total","pruebas_pc","positivos_per","pruebas_lw","pruebas_pc_lw","pruebas_per_lw","hospitalizaciones_total","hospitalizaciones_per","movilidad_total","movilidad_lw","cuarentena_fd","cuarentena_d","region_img","rank_last_updated","rank_color_last_updated","rank_tendencia","rank_color_tendencia","rank_velocidad","rank_color_velocidad","rank_escenarios","rank_color_escenarios","rank_escenarios_color","rank_color_escenarios_color","rank_region_img","rank_color_region_img","rank_cuarentena_fd","rank_color_cuarentena_fd","rank_date_cero","rank_color_date_cero","rank_casos_total","rank_color_casos_total","rank_muertes_total","rank_color_muertes_total","rank_muertes_per","rank_color_muertes_per","rank_casos_pc","rank_color_casos_pc","rank_muertes_pc","rank_color_muertes_pc","rank_casos_l14","rank_color_casos_l14","rank_muertes_l14","rank_color_muertes_l14","rank_recuperados_l14","rank_color_recuperados_l14","rank_casos_pc_l14","rank_color_casos_pc_l14","rank_muertes_pc_l14","rank_color_muertes_pc_l14","rank_recuperados_pc_l14","rank_color_recuperados_pc_l14","rank_casos_m_l14","rank_color_casos_m_l14","rank_muertes_m_l14","rank_color_muertes_m_l14","rank_recuperados_m_l14","rank_color_recuperados_m_l14","rank_casos_l21","rank_color_casos_l21","rank_muertes_l21","rank_color_muertes_l21","rank_recuperados_l21","rank_color_recuperados_l21","rank_casos_pc_l21","rank_color_casos_pc_l21","rank_muertes_pc_l21","rank_color_muertes_pc_l21","rank_recuperados_pc_l21","rank_color_recuperados_pc_l21","rank_muertes_m_l21","rank_color_muertes_m_l21","rank_recuperados_m_l21","rank_color_recuperados_m_l21","rank_casos_lw","rank_color_casos_lw","rank_muertes_lw","rank_color_muertes_lw","rank_casos_pc_lw","rank_color_casos_pc_lw","rank_muertes_pc_lw","rank_color_muertes_pc_lw","rank_casos_m_lw","rank_color_casos_m_lw","rank_muertes_m_lw","rank_color_muertes_m_lw","rank_casos_l3","rank_color_casos_l3","rank_muertes_l3","rank_color_muertes_l3","rank_recuperados_l3","rank_color_recuperados_l3","rank_casos_pc_l3","rank_color_casos_pc_l3","rank_muertes_pc_l3","rank_color_muertes_pc_l3","rank_recuperados_pc_l3","rank_color_recuperados_pc_l3","rank_casos_m_l3","rank_color_casos_m_l3","rank_muertes_m_l3","rank_color_muertes_m_l3","rank_recuperados_m_l3","rank_color_recuperados_m_l3","rank_tendencia_val","rank_color_tendencia_val","rank_casos_d","rank_color_casos_d","rank_casos_diff","rank_color_casos_diff","rank_casos_change_per","rank_color_casos_change_per","rank_casos_change_per_m_lw","rank_color_casos_change_per_m_lw","rank_casos_change_per_m_l3","rank_color_casos_change_per_m_l3","rank_velocidad_val","rank_color_velocidad_val","rank_distribucion","rank_color_distribucion","rank_poblacion","rank_color_poblacion","rank_cuarentena_d","rank_color_cuarentena_d","rank_pruebas_total","rank_color_pruebas_total","rank_pruebas_pc","rank_color_pruebas_pc","rank_positivos_per","rank_color_positivos_per","rank_pruebas_lw","rank_color_pruebas_lw","rank_pruebas_pc_lw","rank_color_pruebas_pc_lw","rank_pruebas_per_lw","rank_color_pruebas_per_lw","rank_hospitalizaciones_total","rank_color_hospitalizaciones_total","rank_hospitalizaciones_per","rank_color_hospitalizaciones_per","rank_recuperados_total","rank_color_recuperados_total","rank_recuperados_lw","rank_color_recuperados_lw","rank_recuperados_pc","rank_color_recuperados_pc","rank_recuperados_per","rank_color_recuperados_per","rank_recuperados_pc_lw","rank_color_recuperados_pc_lw","rank_recuperados_m_lw","rank_color_recuperados_m_lw","rank_movilidad_total","rank_color_movilidad_total","rank_movilidad_lw","rank_color_movilidad_lw"
191,"Colombia","Cesar","Colombia","Cesar","Latinoamérica",1200574,"2020-05-27","2020-07-04",1169,26,501,2.22412318220701,42.8571428571429,97.3700913063251,2.16563077328011,41.7300391312822,275,5,99,22.9057101020012,0.416467456400022,8.24605563672043,16,0.714285714285714,14.1428571428571,0.428571428571429,2.57142857142857,270,5,313,22.4892426456012,0.416467456400022,26.0708627706414,38.5714285714286,0.714285714285714,44.7142857142857,141,5,313,11.7443822704806,0.416467456400022,26.0708627706414,47,1.66666666666667,104.333333333333,"Aumentando",141.071428571429,93,5,1760,334.325581395349,835.813953488372,"Acelerando",150,"<h2>La situación del coronavirus en Cesar es delicada:</h2><br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -46% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (97),  aun no son tan críticas en comparación con otras regiones.<br><br><b>En conclusión,</b> es recomendable mantener una cuarentena así sea flexible hasta ver semanas consecutivas con descenso de casos.","mid",0.00998206814106396,8375,697.582989470037,13.9582089552239,961,80.0450451200842,0.0084218742996782,18.1973102211596,1.55665613525745,-44.85,-46.0857142857143,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",163,"gray",4,"gray",1,"gray",11,"gray",22,"gray",126,"mid",119,"good",133,"good",153,"good",139,"good",113,"mid",115,"good",21,"mid",130,"mid",122,"good",35,"mid",136,"mid",115,"good",21,"mid",136,"mid",92,"good",21,"mid",170,"good",100,"good",35,"mid",92,"good",21,"mid",109,"mid",108,"good",127,"mid",123,"good",109,"mid",108,"good",105,"mid",108,"good",13,"bad",120,"mid",119,"good",15,"bad",105,"mid",108,"good",13,"bad",33,"bad",78,"mid",137,"good",4,"bad",4,"bad",2,"bad",29,"bad",141,"mid",98,"gray",148,"gray",50,"gray",51,"gray",100,"gray",29,"gray",36,"gray",92,"gray",105,"gray",107,"gray",52,"gray",13,"gray",58,"gray",69,"gray",17,"gray",13,"gray",119,"mid",71,"mid"
192,"Colombia","Chocó","Colombia","Choco","Latinoamérica",534826,"2020-05-25","2020-07-04",1754,53,614,3.02166476624857,35.0057012542759,327.957129982462,9.90976504508008,114.803693163758,463,10,78,86.5702116202279,1.86976698963775,14.5841825191745,39,1.42857142857143,11.1428571428571,0.857142857142857,9,408,22,363,76.2864931772203,4.11348737720305,67.8725417238504,58.2857142857143,3.14285714285714,51.8571428571429,156,22,363,29.1683650383489,4.11348737720305,67.8725417238504,52,7.33333333333333,121,"Aumentando",49.4505494505495,14,58,-75.8620689655172,-21.3628899835796,-53.4072249589491,"Desacelerando",150,"<h2>La situación del coronavirus en Chocó es grave:</h2><br>• Las cifras de casos / 100 mil hab. en los últimos 7 días (76), se encuentran entre las peores del continente. <br><br><b>Por el lado positivo:</b><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La gente parece estar cumpliendo la cuarentena de manera estricta, con  una reducción de movilidad de un -51% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.0149773717018188,12567,2349.73617587776,13.9571894644704,1442,269.620399905764,0.0189611950466825,27.3037486124157,1.55665613525745,-47.6647058823529,-50.7428571428571,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",158,"gray",4,"gray",1,"gray",12,"gray",23,"gray",114,"mid",106,"mid",103,"mid",73,"mid",81,"mid",90,"mid",98,"good",26,"mid",49,"bad",76,"mid",28,"mid",97,"mid",98,"good",26,"mid",97,"mid",82,"good",14,"bad",64,"bad",64,"mid",10,"bad",82,"good",14,"bad",94,"mid",81,"mid",54,"bad",34,"bad",94,"mid",81,"mid",100,"mid",76,"mid",12,"bad",64,"bad",22,"bad",4,"bad",100,"mid",76,"mid",12,"bad",80,"mid",156,"good",75,"mid",204,"good",209,"good",208,"good",29,"bad",113,"mid",149,"gray",115,"gray",35,"gray",13,"gray",106,"gray",21,"gray",9,"gray",69,"gray",95,"gray",107,"gray",47,"gray",12,"gray",18,"gray",80,"gray",4,"gray",12,"gray",105,"mid",51,"good"
193,"Colombia","Córdoba","Colombia","Cordoba","Latinoamérica",1784783,"2020-05-30","2020-07-04",915,64,251,6.99453551912568,27.431693989071,51.2667366284865,3.5858701029761,14.0633343101094,282,7,31,15.8002401412385,0.392204542513011,1.73690583112905,13.5714285714286,1,4.42857142857143,0.571428571428571,2,286,40,136,16.0243570226745,2.24116881436007,7.61997396882422,40.8571428571429,5.71428571428571,19.4285714285714,157,40,136,8.79658759636325,2.24116881436007,7.61997396882422,52.3333333333333,13.3333333333333,45.3333333333333,"Aumentando",201.052631578947,22,92,-76.0869565217391,7.57330637007077,18.9332659251769,"Acelerando",150,"<h2>La situación del coronavirus en Córdoba es delicada:</h2><br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La data de casos en Córdoba es poco confiable ya que el porcentaje de muertes es muy alto (7%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -41% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (51), casos / 100 mil hab. en los últimos 7 días (16.02), aun no son tan críticas en comparación con otras regiones.<br><br><b>En conclusión,</b> es recomendable mantener una cuarentena así sea flexible hasta ver semanas consecutivas con descenso de casos.","mid",0.00781316710784732,6555,367.271539453256,13.9588100686499,752,42.1339737099692,0.00515833794114394,14.2434036376057,1.55665613525745,-37.951724137931,-40.7142857142857,"2020-03-23",105,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",149,"gray",4,"gray",1,"gray",10,"gray",19,"gray",137,"mid",103,"mid",40,"bad",181,"good",125,"good",111,"mid",106,"good",41,"good",152,"good",123,"good",48,"good",145,"good",106,"good",41,"good",145,"good",86,"good",28,"mid",183,"good",102,"good",46,"good",86,"good",28,"mid",106,"mid",60,"mid",152,"good",60,"mid",106,"mid",60,"mid",99,"mid",53,"mid",19,"bad",131,"mid",41,"bad",35,"mid",99,"mid",53,"mid",19,"bad",22,"bad",138,"mid",59,"mid",205,"good",71,"mid",55,"bad",29,"bad",159,"good",73,"gray",171,"gray",58,"gray",84,"gray",98,"gray",36,"gray",67,"gray",106,"gray",114,"gray",116,"gray",62,"gray",20,"gray",85,"gray",86,"gray",38,"gray",20,"gray",159,"bad",107,"mid"
194,"Colombia","Cundinamarca","Colombia","Cundinamarca","Latinoamérica",2919060,"2020-04-16","2020-07-04",3074,60,1515,1.95185426154847,49.2843201040989,105.307873082431,2.05545620850548,51.9002692647633,592,5,411,20.280501257254,0.171288017375456,14.0798750282625,50,0.714285714285714,58.7142857142857,0.857142857142857,18,633,13,577,21.6850629997328,0.445348845176187,19.7666372051277,90.4285714285714,1.85714285714286,82.4285714285714,327,13,577,11.2022363363549,0.445348845176187,19.7666372051277,109,4.33333333333333,192.333333333333,"Aumentando",80.8571428571429,68,157,-56.687898089172,-0.553265892344197,-1.38316473086049,"Desacelerando",150,"<h2>La situación del coronavirus en Cundinamarca es delicada:</h2><br>• La tendencia de casos no parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -41% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (105),  aun no son tan críticas en comparación con otras regiones.<br><br><b>En conclusión,</b> es recomendable mantener una cuarentena así sea flexible hasta ver semanas consecutivas con descenso de casos.","mid",0.0262488258901887,22025,754.523716538886,13.9568671963678,2527,86.5689639815557,0.0582344477533576,47.851609597814,1.55665613525745,-51.958904109589,-40.7428571428571,"2020-03-20",108,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",145,"gray",4,"gray",1,"gray",13,"gray",55,"gray",86,"mid",104,"mid",142,"good",146,"good",141,"good",79,"mid",115,"good",11,"bad",137,"mid",133,"good",29,"mid",89,"mid",115,"good",11,"bad",89,"mid",82,"good",10,"bad",155,"good",104,"good",19,"mid",82,"good",10,"bad",72,"mid",89,"mid",129,"mid",120,"good",72,"mid",89,"mid",61,"bad",84,"mid",8,"bad",123,"mid",115,"good",21,"bad",61,"bad",84,"mid",8,"bad",65,"bad",92,"mid",41,"bad",196,"good",127,"mid",158,"good",29,"bad",70,"bad",51,"gray",84,"gray",20,"gray",44,"gray",110,"gray",13,"gray",32,"gray",45,"gray",77,"gray",107,"gray",32,"gray",8,"gray",53,"gray",58,"gray",24,"gray",8,"gray",77,"mid",106,"mid"
196,"Colombia","Huila","Colombia","Huila","Latinoamérica",1100386,"2020-04-29","2020-07-04",369,11,255,2.9810298102981,69.1056910569106,33.5336872697399,0.999649214003086,23.173686324617,35,0,3,3.18070204455527,0,0.272631603819024,2.85714285714286,0,0.428571428571429,0,1.28571428571429,45,2,16,4.08947405728535,0.181754402546016,1.45403522036813,6.42857142857143,0.285714285714286,2.28571428571429,33,2,16,2.99894764200926,0.181754402546016,1.45403522036813,11,0.666666666666667,5.33333333333333,"Aumentando",125,4,25,-84,88.2,220.5,"Acelerando",150,"<h2>La situación del coronavirus en Huila esta controlada:</h2><br>Hay que considerar también que la data de casos en Huila es poco confiable ya que el porcentaje de pruebas positivas es muy alto (14%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• Las cifras de casos / 100 mil hab. (34),  son leves en comparación con otras regiones. <br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes, sobre todo porque la tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.","good",0.00315088378447613,2643,240.18844296456,13.9614074914869,303,27.5357919857214,0.000838184935160855,5.74406113909999,1.55665613525745,-46.8125,-35.1785714285714,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",119,"gray",4,"gray",1,"gray",12,"gray",43,"gray",172,"good",143,"good",106,"mid",196,"good",153,"good",182,"good",142,"good",56,"good",199,"good",142,"good",57,"good",192,"good",142,"good",56,"good",192,"good",112,"good",36,"mid",198,"good",112,"good",44,"good",112,"good",36,"mid",185,"good",128,"good",197,"good",137,"good",185,"good",128,"good",167,"good",127,"good",54,"good",186,"good",135,"good",58,"good",167,"good",127,"good",54,"good",40,"bad",190,"good",101,"mid",211,"good",8,"bad",8,"bad",29,"bad",198,"good",103,"gray",115,"gray",94,"gray",106,"gray",93,"gray",65,"gray",83,"gray",134,"gray",141,"gray",107,"gray",61,"gray",56,"gray",72,"gray",10,"gray",61,"gray",56,"gray",111,"mid",137,"bad"
197,"Colombia","La Guajira","Colombia","La Guajira","Latinoamérica",880560,"2020-06-09","2020-07-04",559,20,121,3.5778175313059,21.6457960644007,63.4823294267284,2.27128191151086,13.7412555646407,177,3,6,20.1008449168711,0.340692286726628,0.681384573453257,7.71428571428571,0.428571428571429,0.857142857142857,0,0.714285714285714,208,10,64,23.6213318797129,1.13564095575543,7.26810211683474,29.7142857142857,1.42857142857143,9.14285714285714,112,10,64,12.7191787044608,1.13564095575543,7.26810211683474,37.3333333333333,3.33333333333333,21.3333333333333,"Aumentando",285.185185185185,23,57,-59.6491228070175,3.69517543859649,9.23793859649123,"Acelerando",150,"<h2>La situación del coronavirus en La Guajira es grave:</h2><br>• La tendencia de casos parece estar aumentando si comparamos la última semana con la anterior.<br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -45% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><br><b>Por el lado positivo:</b><br>• Las cifras de casos / 100 mil hab. (63),  aun no son tan críticas en comparación con otras regiones.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.00477329006916574,4005,454.824202780049,13.9575530586767,459,52.1259198691742,0.00192351399150775,8.70170779608915,1.55665613525745,-44.2842105263158,-45.2857142857143,"2020-03-22",106,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",112,"gray",4,"gray",1,"gray",11,"gray",12,"gray",159,"good",125,"good",90,"mid",175,"good",137,"good",129,"mid",122,"good",55,"good",138,"good",127,"good",55,"good",163,"good",122,"good",55,"good",163,"good",112,"good",43,"good",180,"good",112,"good",47,"good",112,"good",43,"good",124,"mid",95,"mid",122,"mid",83,"mid",124,"mid",95,"mid",118,"mid",91,"mid",29,"mid",114,"mid",74,"mid",37,"mid",118,"mid",91,"mid",29,"mid",14,"bad",133,"mid",76,"mid",198,"good",89,"mid",71,"mid",29,"bad",185,"good",119,"gray",148,"gray",78,"gray",68,"gray",102,"gray",47,"gray",55,"gray",122,"gray",130,"gray",116,"gray",81,"gray",33,"gray",86,"gray",89,"gray",40,"gray",33,"gray",126,"mid",79,"mid"
198,"Colombia","Magdalena","Colombia","Magdalena","Latinoamérica",1341746,"2020-04-23","2020-07-04",2017,145,810,7.18889439762023,40.1586514625682,150.326514854525,10.8068144045147,60.3691011562546,505,25,744,37.6375260295168,1.86324386284736,55.4501373583376,32.2857142857143,3.57142857142857,106.285714285714,1.57142857142857,6.14285714285714,418,56,21,31.1534373868079,4.1736662527781,1.56512484479179,59.7142857142857,8,3,190,56,21,14.16065335764,4.1736662527781,1.56512484479179,63.3333333333333,18.6666666666667,7,"Aumentando",84.9557522123894,19,95,-80,-11,-27.5,"Desacelerando",150,"<h2>La situación del coronavirus en Magdalena es grave:</h2><br>• La data de casos en Magdalena es poco confiable ya que el porcentaje de muertes es muy alto (7%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br><b>Por el lado positivo:</b><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br>• La gente parece estar cumpliendo la cuarentena de manera estricta, con  una reducción de movilidad de un -61% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.017223123559047,14451,1077.02948248029,13.9575115908934,1658,123.570332984037,0.0250704010086653,31.3977542481428,1.55665613525745,-63.8060606060606,-60.8571428571429,"2020-03-20",108,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",95,"gray",4,"gray",1,"gray",13,"gray",49,"gray",105,"mid",77,"mid",39,"bad",126,"mid",77,"mid",86,"mid",80,"mid",8,"bad",84,"mid",77,"mid",7,"bad",109,"mid",80,"mid",8,"bad",109,"mid",72,"mid",16,"bad",138,"mid",75,"good",25,"mid",72,"mid",16,"bad",92,"mid",50,"mid",104,"mid",33,"bad",92,"mid",50,"mid",89,"mid",41,"bad",49,"good",105,"mid",21,"bad",57,"good",89,"mid",41,"bad",49,"good",63,"bad",144,"good",57,"mid",209,"good",194,"good",196,"good",29,"bad",99,"mid",92,"gray",84,"gray",31,"gray",28,"gray",103,"gray",17,"gray",20,"gray",62,"gray",85,"gray",116,"gray",46,"gray",52,"gray",43,"gray",73,"gray",60,"gray",52,"gray",18,"good",14,"good"
199,"Colombia","Meta","Colombia","Meta","Latinoamérica",1039722,"2020-04-23","2020-07-04",1305,15,980,1.14942528735632,75.095785440613,125.514320174047,1.44269333533387,94.2559645751461,137,2,15,13.1765991293827,0.192359111377849,1.44269333533387,6.14285714285714,0.285714285714286,2.14285714285714,0,0.428571428571429,118,2,24,11.3491875712931,0.192359111377849,2.30830933653419,16.8571428571429,0.285714285714286,3.42857142857143,55,2,24,5.28987556289085,0.192359111377849,2.30830933653419,18.3333333333333,0.666666666666667,8,"Aumentando",174.418604651163,12,22,-45.4545454545455,-8.13852813852814,-20.3463203463203,"Desacelerando",150,"<h2>La situación del coronavirus en Meta parece estar controlada:</h2><br>Hay que considerar también que la data de casos en Meta es poco confiable ya que el porcentaje de pruebas positivas es muy alto (14%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• Las cifras de  son leves en comparación con otras regiones. <br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede ir flexibilizando las medidas y volver a la normalidad, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil hab.","good",0.0111433694816839,9350,899.278845691444,13.9572192513369,1073,103.200663254216,0.0104973841372456,20.3143625651097,1.55665613525745,-44.830303030303,-33.8285714285714,"2020-03-20",108,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",87,"gray",4,"gray",1,"gray",13,"gray",49,"gray",122,"mid",135,"good",158,"good",138,"mid",148,"good",139,"good",126,"good",49,"good",161,"good",132,"good",49,"good",173,"good",126,"good",49,"good",173,"good",112,"good",49,"good",190,"good",112,"good",52,"good",112,"good",49,"good",152,"good",128,"good",166,"good",135,"good",152,"good",128,"good",153,"good",127,"good",45,"mid",162,"good",133,"good",53,"good",153,"good",127,"good",45,"mid",28,"bad",160,"good",107,"good",189,"good",182,"good",190,"good",29,"bad",136,"mid",105,"gray",84,"gray",43,"gray",39,"gray",105,"gray",27,"gray",23,"gray",84,"gray",102,"gray",107,"gray",42,"gray",48,"gray",27,"gray",5,"gray",56,"gray",48,"gray",120,"mid",148,"bad"
200,"Colombia","Nariño","Colombia","Narino","Latinoamérica",1630592,"2020-04-29","2020-07-04",3676,116,2181,3.15560391730141,59.3307943416757,225.439594944658,7.11398068922207,133.755102441322,764,12,458,46.8541486772902,0.735929036816077,28.0879582384803,43.2857142857143,1.71428571428571,65.4285714285714,1.42857142857143,18.1428571428571,575,27,980,35.263266347437,1.65584033283617,60.1008713399796,82.1428571428571,3.85714285714286,140,260,27,980,15.945129131015,1.65584033283617,60.1008713399796,86.6666666666667,9,326.666666666667,"Aumentando",89.7689768976898,102,53,92.4528301886792,8.58580413297394,21.4645103324349,"Acelerando",150,"<h2>La situación del coronavirus en Nariño es grave:</h2><br>• La gente no parece estar cumpliendo la cuarentena de manera estricta, con apenas una reducción de movilidad de un -44% en los últimos 7 días en comparación a la vida normal (las regiones que mejor cumplen la cuarentena reducen la movilidad al menos un 50%, con algunas incluso acercándose al 80% en los días más críticos). Ver gráfico de abajo.<br><br><b>Por el lado positivo:</b><br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><b>En conclusión,</b> es importante cumplir la cuarentena hasta que la situación mejore considerablemente.","bad",0.031389292118521,26338,1615.24158097182,13.957020274888,3022,185.331462438182,0.0832800196502029,57.2226795320639,1.55665613525745,-51.21,-44,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",2,"gray",78,"gray",4,"gray",1,"gray",12,"gray",43,"gray",81,"mid",84,"mid",98,"mid",95,"mid",103,"mid",69,"mid",94,"mid",10,"bad",78,"mid",112,"good",17,"bad",95,"mid",94,"mid",10,"bad",95,"mid",76,"good",9,"bad",129,"mid",84,"good",15,"bad",76,"good",9,"bad",76,"mid",72,"mid",97,"mid",69,"mid",76,"mid",72,"mid",75,"mid",65,"mid",6,"bad",98,"mid",56,"mid",5,"bad",75,"mid",65,"mid",6,"bad",58,"bad",74,"mid",82,"mid",30,"bad",68,"bad",50,"bad",29,"bad",56,"bad",79,"gray",115,"gray",16,"gray",20,"gray",108,"gray",10,"gray",13,"gray",36,"gray",73,"gray",116,"gray",24,"gray",6,"gray",12,"gray",31,"gray",5,"gray",6,"gray",87,"mid",83,"mid"
201,"Colombia","Norte de Santander","Colombia","Norte de Santander","Latinoamérica",1491689,"2020-05-12","2020-07-04",354,20,176,5.64971751412429,49.7175141242938,23.7314882659857,1.34076204892575,11.7987060305466,109,2,8,7.30715316664533,0.134076204892575,0.536304819570299,4.57142857142857,0.285714285714286,1.14285714285714,0,0.428571428571429,60,5,58,4.02228614677724,0.335190512231437,3.88820994188467,8.57142857142857,0.714285714285714,8.28571428571429,24,5,58,1.6089144587109,0.335190512231437,3.88820994188467,8,1.66666666666667,19.3333333333333,"Aumentando",87.5,7,5,40,-3.66666666666667,-9.16666666666667,"Desacelerando",150,"<h2>La situación del coronavirus en Norte de Santander esta controlada:</h2><br>Hay que considerar también que la data de casos en Norte de Santander es poco confiable ya que el porcentaje de pruebas positivas es muy alto (14%), el porcentaje de muertes es muy alto (6%), lo que indica que solo están administrando pruebas a personas con síntomas críticos, y que el número de casos reales es mucho mayor que el reportado.<br><br>• Las cifras de casos / 100 mil hab. (24),  son leves en comparación con otras regiones. <br>• La tendencia de casos parece estar disminuyendo si comparamos la última semana con la anterior.<br><br><br><b>En conclusión,</b> se puede volver a la normalidad sin problemas, siempre y cuando se monitoreen diariamente los casos en los últimos 7 días por cada mil habitantes.","good",0.00302279907779011,2536,170.008627803785,13.9589905362776,291,19.5080878118696,0.000772266342095399,5.51056271881137,1.55665613525745,-45.9659574468085,-40.9428571428571,"2020-03-21",107,"https://rodillo.org/coronavirus/assets/img/default_banner.png",1,"gray",2,"gray",1,"gray",75,"gray",4,"gray",1,"gray",12,"gray",32,"gray",174,"good",125,"good",52,"bad",204,"good",150,"good",149,"good",126,"good",52,"good",182,"good",136,"good",56,"good",179,"good",126,"good",52,"good",179,"good",112,"good",49,"good",196,"good",112,"good",54,"good",112,"good",49,"good",180,"good",108,"good",199,"good",129,"good",180,"good",108,"good",178,"good",108,"good",32,"mid",202,"good",129,"good",44,"mid",178,"good",108,"good",32,"mid",61,"bad",179,"good",137,"good",46,"bad",148,"good",171,"good",29,"bad",201,"good",83,"gray",115,"gray",96,"gray",119,"gray",97,"gray",68,"gray",94,"gray",136,"gray",142,"gray",116,"gray",70,"gray",35,"gray",89,"gray",56,"gray",47,"gray",35,"gray",114,"mid",101,"mid"
